Ensembl Gene ID	Ensembl Protein ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name
YNR058W	YNR058W	XIV	734291	735733	BIO3
YML103C	YML103C	XIII	62582	67549	NUP188
YIL051C	YIL051C	IX	257843	258280	MMF1
YOR104W	YOR104W	XV	517642	518490	PIN2
YOR305W	YOR305W	XV	889022	889750	RRG7
YDR183C-A	YDR183C-A	IV	830397	830654	
YLR059C	YLR059C	XII	259738	260547	REX2
YPL129W	YPL129W	XVI	305298	306137	TAF14
YNL337W	YNL337W	XIV	7165	7419	
YER079W	YER079W	V	318920	319552	
YKR063C	YKR063C	XI	560789	562297	LAS1
YMR230W-A	YMR230W-A	XIII	733268	733456	
YLL009C	YLL009C	XII	131205	131414	COX17
YFL057C	YFL057C	VI	14305	14763	AAD16
YPR003C	YPR003C	XVI	561504	563768	
YAL045C	YAL045C	I	57488	57796	
YGL064C	YGL064C	VII	381523	383208	MRH4
YDR107C	YDR107C	IV	669016	671034	TMN2
YJR059W	YJR059W	X	545787	548243	PTK2
YDR461C-A	YDR461C-A	IV	1385524	1385766	
YML117W	YML117W	XIII	34243	37647	NAB6
YOR095C	YOR095C	XV	503552	504328	RKI1
YIL082W	YIL082W	IX	205635	206507	
YLR158C	YLR158C	XII	482549	483637	ASP3-3
YMR116C	YMR116C	XIII	499456	500688	ASC1
YKL091C	YKL091C	XI	269718	270650	
YKL096W	YKL096W	XI	261132	261851	CWP1
YFL063W	YFL063W	VI	5066	5521	
YJL219W	YJL219W	X	19497	21200	HXT9
YKR106W	YKR106W	XI	661442	663289	GEX2
YCL054W	YCL054W	III	31449	33974	SPB1
YDR412W	YDR412W	IV	1294693	1295400	RRP17
YDR110W	YDR110W	IV	676102	677802	FOB1
YMR020W	YMR020W	XIII	315377	316903	FMS1
YPR082C	YPR082C	XVI	704225	704656	DIB1
YJL193W	YJL193W	X	71366	72574	
YAL063C-A	YAL063C-A	I	22395	22685	
YOR047C	YOR047C	XV	416347	417681	STD1
YDR210C-D	YDR210C-D	IV	878659	883927	
YDR123C	YDR123C	IV	698554	699468	INO2
YBR149W	YBR149W	II	539987	541021	ARA1
YBR196C-B	YBR196C-B	II	614526	614630	
YDL225W	YDL225W	IV	52445	54100	SHS1
YNR003C	YNR003C	XIV	634344	635297	RPC34
YOR150W	YOR150W	XV	611999	612490	MRPL23
YGR030C	YGR030C	VII	545681	546157	POP6
YNL112W	YNL112W	XIV	413639	416281	DBP2
YNL261W	YNL261W	XIV	155100	156539	ORC5
YDR389W	YDR389W	IV	1252537	1254501	SAC7
YDR226W	YDR226W	IV	916486	917154	ADK1
YBR172C	YBR172C	II	579150	581372	SMY2
YPR153W	YPR153W	XVI	833689	834245	
YHR050W-A	YHR050W-A	VIII	209475	209645	
YML003W	YML003W	XIII	263483	264355	
YJL080C	YJL080C	X	285558	289226	SCP160
YIL144W	YIL144W	IX	78074	80149	NDC80
YLR399W-A	YLR399W-A	XII	920869	920973	
YOR089C	YOR089C	XV	490196	490828	VPS21
YJR022W	YJR022W	X	469784	470113	LSM8
YPR034W	YPR034W	XVI	639525	640958	ARP7
YIL126W	YIL126W	IX	117992	122071	STH1
YIL148W	YIL148W	IX	68708	69528	RPL40A
YER076W-A	YER076W-A	V	313390	313737	
YDR477W	YDR477W	IV	1412373	1414274	SNF1
YKL061W	YKL061W	XI	325771	326112	BLI1
YMR316C-B	YMR316C-B	XIII	907321	907629	
YPL194W	YPL194W	XVI	179277	181115	DDC1
YDL026W	YDL026W	IV	404749	405060	
YOR219C	YOR219C	XV	752214	755009	STE13
YGR122C-A	YGR122C-A	VII	735630	735758	
YBR164C	YBR164C	II	567875	568426	ARL1
YCR102C	YCR102C	III	304361	305467	
YMR060C	YMR060C	XIII	391532	392515	SAM37
YIL076W	YIL076W	IX	216658	217548	SEC28
YBR217W	YBR217W	II	657832	658392	ATG12
YIR014W	YIR014W	IX	381086	381814	
YMR245W	YMR245W	XIII	758563	759183	
YBR109W-A	YBR109W-A	II	458608	458832	
YOR178C	YOR178C	XV	667860	670241	GAC1
YPL068C	YPL068C	XVI	424215	425096	
YGR117C	YGR117C	VII	725049	726479	
YKR080W	YKR080W	XI	590395	591357	MTD1
YHR137C-A	YHR137C-A	VIII	375738	376388	
YDR014W	YDR014W	IV	474046	475989	RAD61
YOR314W	YOR314W	XV	903043	903372	
YGR275W	YGR275W	VII	1043276	1043749	RTT102
YGR212W	YGR212W	VII	917040	918446	SLI1
YNL210W	YNL210W	XIV	250931	251743	MER1
YGL233W	YGL233W	VII	59122	61854	SEC15
YJR115W	YJR115W	X	639942	640451	
YLR457C	YLR457C	XII	1055812	1056771	NBP1
YBR030W	YBR030W	II	298292	299950	RKM3
YPL225W	YPL225W	XVI	126006	126446	
YJR036C	YJR036C	X	500713	503391	HUL4
YDR138W	YDR138W	IV	730578	732836	HPR1
YMR195W	YMR195W	XIII	654034	654417	ICY1
YGR004W	YGR004W	VII	502938	504326	PEX31
YFL008W	YFL008W	VI	119429	123106	SMC1
YDR054C	YDR054C	IV	561440	562327	CDC34
YDL119C	YDL119C	IV	246689	247612	
YLR465C	YLR465C	XII	1067045	1067353	BSC3
YPR134W	YPR134W	XVI	798051	798857	MSS18
YIL046W-A	YIL046W-A	IX	268309	268473	
YER188W	YER188W	V	568040	568759	
YMR301C	YMR301C	XIII	867555	869627	ATM1
YNL179C	YNL179C	XIV	300666	301103	
YPR116W	YPR116W	XVI	758648	759481	RRG8
YNL253W	YNL253W	XIV	170018	171286	TEX1
YDR278C	YDR278C	IV	1017001	1017318	
YDR199W	YDR199W	IV	854175	854540	
YOL103W	YOL103W	XV	124001	125830	ITR2
YLR386W	YLR386W	XII	893628	896270	VAC14
YNL143C	YNL143C	XIV	356794	357186	
YFR045W	YFR045W	VI	241998	242999	
YER181C	YER181C	V	551473	551796	
YBR037C	YBR037C	II	310565	311452	SCO1
YPR145W	YPR145W	XVI	822620	824338	ASN1
YMR123W	YMR123W	XIII	513593	513961	PKR1
YNR024W	YNR024W	XIV	672409	672969	MPP6
YER133W	YER133W	V	432495	433958	GLC7
YNL019C	YNL019C	XIV	598376	599230	
YOR396W	YOR396W	XV	1085473	1090863	YRF1-8
YKR079C	YKR079C	XI	586789	589305	TRZ1
YOR303W	YOR303W	XV	882899	884134	CPA1
YLL004W	YLL004W	XII	141073	142923	ORC3
YLR221C	YLR221C	XII	578362	579024	RSA3
YNL152W	YNL152W	XIV	346313	347542	INN1
YPL033C	YPL033C	XVI	487362	488207	SRL4
YCR098C	YCR098C	III	297049	298605	GIT1
YJR140C	YJR140C	X	690750	695696	HIR3
YJL111W	YJL111W	X	207877	209529	CCT7
YNL244C	YNL244C	XIV	187170	187496	SUI1
YNL135C	YNL135C	XIV	371882	372226	FPR1
YHL015W	YHL015W	VIII	75412	75777	RPS20
YIL154C	YIL154C	IX	53981	55021	IMP2'
YGR236C	YGR236C	VII	962530	962817	SPG1
YJL084C	YJL084C	X	274862	278002	ALY2
YDL085W	YDL085W	IV	303211	304848	NDE2
YAR028W	YAR028W	I	184892	185596	
YML115C	YML115C	XIII	40187	41794	VAN1
YJL150W	YJL150W	X	137123	137425	
YBR278W	YBR278W	II	760294	760899	DPB3
YDR236C	YDR236C	IV	935236	935892	FMN1
YPR184W	YPR184W	XVI	902044	906654	GDB1
YDR371C-A	YDR371C-A	IV	1219509	1219613	
YOR018W	YOR018W	XV	364369	366882	ROD1
YDL191W	YDL191W	IV	117664	118517	RPL35A
YDR481C	YDR481C	IV	1418550	1420250	PHO8
YPR145C-A	YPR145C-A	XVI	824690	824926	
YOR349W	YOR349W	XV	989789	992833	CIN1
YNL150W	YNL150W	XIV	349251	349658	
YBR144C	YBR144C	II	533235	533549	
YLR433C	YLR433C	XII	1004347	1006008	CNA1
YCR018C	YCR018C	III	148238	148903	SRD1
YJL002C	YJL002C	X	433221	434651	OST1
YFR037C	YFR037C	VI	227513	229186	RSC8
YLR264W	YLR264W	XII	673131	673334	RPS28B
YLR353W	YLR353W	XII	834352	836163	BUD8
YHL016C	YHL016C	VIII	72037	74244	DUR3
YLR135W	YLR135W	XII	413281	415527	SLX4
YOL088C	YOL088C	XV	153912	154745	MPD2
YPL086C	YPL086C	XVI	384773	386446	ELP3
YHL044W	YHL044W	VIII	13565	14272	
YOR209C	YOR209C	XV	736437	737726	NPT1
YBR027C	YBR027C	II	294024	294356	
YBR023C	YBR023C	II	284428	287925	CHS3
YDR142C	YDR142C	IV	740473	741600	PEX7
YIR025W	YIR025W	IX	403659	404765	MND2
YER066C-A	YER066C-A	V	291703	292203	
YDR036C	YDR036C	IV	523211	524713	EHD3
YBR300C	YBR300C	II	808600	809097	
YOR394C-A	YOR394C-A	XV	1084202	1084369	
YJR106W	YJR106W	X	624838	627015	ECM27
YKL135C	YKL135C	XI	186460	188640	APL2
YMR223W	YMR223W	XIII	716715	718130	UBP8
YML009C-A	YML009C-A	XIII	250675	251001	
YKL120W	YKL120W	XI	217344	218318	OAC1
YBL071C-B	YBL071C-B	II	89458	89556	
YDL040C	YDL040C	IV	378874	381438	NAT1
YMR142C	YMR142C	XIII	550206	551207	RPL13B
YKL089W	YKL089W	XI	273394	275043	MIF2
YLR239C	YLR239C	XII	616332	617318	LIP2
YMR158W-B	YMR158W-B	XIII	574471	574791	
YPL019C	YPL019C	XVI	514511	517018	VTC3
YHR050W	YHR050W	VIII	207654	209303	SMF2
YLR102C	YLR102C	XII	342970	343767	APC9
YPL085W	YPL085W	XVI	387067	393654	SEC16
YJL071W	YJL071W	X	306132	307856	ARG2
YJR010W	YJR010W	X	456239	457774	MET3
YJL130C	YJL130C	X	165723	172367	URA2
YCR021C	YCR021C	III	156109	157107	HSP30
YPR204C-A	YPR204C-A	XVI	946856	947338	
YHR063C	YHR063C	VIII	224030	225169	PAN5
YBR038W	YBR038W	II	311898	314789	CHS2
YBR277C	YBR277C	II	760215	760616	
YGL049C	YGL049C	VII	406860	409604	TIF4632
YOL063C	YOL063C	XV	207392	210265	CRT10
YHR009C	YHR009C	VIII	124109	125680	TDA3
YGR172C	YGR172C	VII	842845	843591	YIP1
YLR279W	YLR279W	XII	704309	704698	
YGR111W	YGR111W	VII	715828	717030	
YLR461W	YLR461W	XII	1062919	1063281	PAU4
YOR039W	YOR039W	XV	405768	406544	CKB2
YPR053C	YPR053C	XVI	665788	666243	
YMR101C	YMR101C	XIII	468445	469476	SRT1
YPL087W	YPL087W	XVI	383455	384408	YDC1
YKR105C	YKR105C	XI	658716	660464	VBA5
YDR135C	YDR135C	IV	723004	727551	YCF1
YNL001W	YNL001W	XIV	627456	628616	DOM34
YKL015W	YKL015W	XI	408544	411483	PUT3
YGR094W	YGR094W	VII	672186	675500	VAS1
YOL146W	YOL146W	XV	48864	49448	PSF3
YDL218W	YDL218W	IV	66493	67446	
YNL098C	YNL098C	XIV	439602	440570	RAS2
YNL032W	YNL032W	XIV	574506	575351	SIW14
YHR184W	YHR184W	VIII	472744	474459	SSP1
YLR332W	YLR332W	XII	790676	791806	MID2
YGR081C	YGR081C	VII	643148	643780	SLX9
YCL005W-A	YCL005W-A	III	107023	107417	VMA9
YOL156W	YOL156W	XV	25273	26976	HXT11
YHR168W	YHR168W	VIII	440377	441933	MTG2
YBR058C-A	YBR058C-A	II	356324	356566	TSC3
YOR183W	YOR183W	XV	678872	679261	FYV12
YHR062C	YHR062C	VIII	222877	223758	RPP1
YGR248W	YGR248W	VII	985972	986739	SOL4
YKL034W	YKL034W	XI	371829	374105	TUL1
YMR138W	YMR138W	XIII	545155	545730	CIN4
YOL058W	YOL058W	XV	219211	220473	ARG1
YJL110C	YJL110C	X	209922	211577	GZF3
YHL007C	YHL007C	VIII	95118	97937	STE20
YPL022W	YPL022W	XVI	506697	509999	RAD1
YHR208W	YHR208W	VIII	517532	518713	BAT1
YAR042W	YAR042W	I	192619	196185	SWH1
YFL012W-A	YFL012W-A	VI	109810	110184	
YKR013W	YKR013W	XI	463959	464948	PRY2
YJL074C	YJL074C	X	299157	302849	SMC3
YIR009W	YIR009W	IX	374525	374860	MSL1
YLR384C	YLR384C	XII	888851	892900	IKI3
YOR127W	YOR127W	XV	561170	564193	RGA1
YPR188C	YPR188C	XVI	911988	912479	MLC2
YKR064W	YKR064W	XI	562547	565138	OAF3
YGL018C	YGL018C	VII	459110	459664	JAC1
YJL198W	YJL198W	X	60844	63489	PHO90
YMR261C	YMR261C	XIII	790205	793369	TPS3
YPL013C	YPL013C	XVI	528985	529350	MRPS16
YER001W	YER001W	V	153520	155808	MNN1
YOR179C	YOR179C	XV	671845	672411	SYC1
YBR134W	YBR134W	II	504243	504644	
YGR116W	YGR116W	VII	720409	724764	SPT6
YBR126W-A	YBR126W-A	II	490850	491056	
YHR213W	YHR213W	VIII	539151	539747	
YGL234W	YGL234W	VII	56482	58890	ADE5,7
YPL030W	YPL030W	XVI	493543	495246	TRM44
YGR002C	YGR002C	VII	498476	499906	SWC4
YER164W	YER164W	V	505392	509798	CHD1
YPR108W	YPR108W	XVI	742454	743743	RPN7
YDR385W	YDR385W	IV	1243230	1245758	EFT2
YDR480W	YDR480W	IV	1417399	1418370	DIG2
YBR109C	YBR109C	II	457919	458362	CMD1
YMR271C	YMR271C	XIII	806865	807548	URA10
YOR306C	YOR306C	XV	889867	891432	MCH5
YGR112W	YGR112W	VII	717358	718527	SHY1
YBL089W	YBL089W	II	49574	50953	AVT5
YLL012W	YLL012W	XII	125534	127255	YEH1
YLR213C	YLR213C	XII	566654	567922	CRR1
YMR013C-A	YMR013C-A	XIII	296471	296620	
YHR082C	YHR082C	VIII	268459	271548	KSP1
YLR013W	YLR013W	XII	171339	171764	GAT3
YDR439W	YDR439W	IV	1339676	1340719	LRS4
YDR381W	YDR381W	IV	1236558	1238004	YRA1
YDR349C	YDR349C	IV	1172386	1174176	YPS7
YLL028W	YLL028W	XII	84804	86564	TPO1
YJR010C-A	YJR010C-A	X	458077	458361	SPC1
YLR408C	YLR408C	XII	933885	934253	BLS1
YPL121C	YPL121C	XVI	320962	321630	MEI5
YDR290W	YDR290W	IV	1039370	1039699	
YNL323W	YNL323W	XIV	31944	33188	LEM3
YGR254W	YGR254W	VII	1000927	1002240	ENO1
YPR067W	YPR067W	XVI	682220	682777	ISA2
YIL145C	YIL145C	IX	76354	77283	PAN6
YBL112C	YBL112C	II	2582	2899	
YMR209C	YMR209C	XIII	685911	687284	
YPR102C	YPR102C	XVI	731224	731748	RPL11A
YLR168C	YLR168C	XII	499578	500270	UPS2
YPL123C	YPL123C	XVI	317641	318945	RNY1
YOR172W	YOR172W	XV	654210	656570	YRM1
YJL149W	YJL149W	X	137379	139370	DAS1
YGR159C	YGR159C	VII	806412	807656	NSR1
YNL331C	YNL331C	XIV	16118	17248	AAD14
YML058W-A	YML058W-A	XIII	158760	158966	HUG1
YOL160W	YOL160W	XV	14313	14654	
YKR075C	YKR075C	XI	579827	580750	
YDR066C	YDR066C	IV	581908	582498	RTR2
YDR325W	YDR325W	IV	1117126	1120233	YCG1
YHR006W	YHR006W	VIII	117814	119439	STP2
YNL203C	YNL203C	XIV	259439	260050	
YGL040C	YGL040C	VII	419527	420555	HEM2
YOR259C	YOR259C	XV	812395	813708	RPT4
YBL041W	YBL041W	II	141247	141972	PRE7
YDL085C-A	YDL085C-A	IV	302464	302670	
YER084W	YER084W	V	327065	327451	
YPL192C	YPL192C	XVI	182655	183056	PRM3
YGL030W	YGL030W	VII	439091	439638	RPL30
YNL009W	YNL009W	XIV	614821	616083	IDP3
YBR108W	YBR108W	II	454822	457665	AIM3
YNL070W	YNL070W	XIV	493366	493548	TOM7
YJR139C	YJR139C	X	689445	690524	HOM6
YAR010C	YAR010C	I	164544	165866	
YDL092W	YDL092W	IV	292781	293221	SRP14
YJL044C	YJL044C	X	358300	359676	GYP6
YIR016W	YIR016W	IX	382628	383425	
YLR404W	YLR404W	XII	928743	929600	FLD1
YOR096W	YOR096W	XV	505794	506767	RPS7A
YCL058W-A	YCL058W-A	III	23584	23925	ADF1
YML062C	YML062C	XIII	147505	148683	MFT1
YNL206C	YNL206C	XIV	256788	258155	RTT106
YBR029C	YBR029C	II	296369	297742	CDS1
YJL101C	YJL101C	X	234320	236356	GSH1
YKL047W	YKL047W	XI	349463	351013	ANR2
YDR375C	YDR375C	IV	1225166	1226536	BCS1
YLR375W	YLR375W	XII	871697	872728	STP3
YPL183W-A	YPL183W-A	XVI	199095	199376	RTC6
YIL153W	YIL153W	IX	55198	56379	RRD1
YLR252W	YLR252W	XII	641957	642262	
YGR098C	YGR098C	VII	682566	687458	ESP1
YER159C-A	YER159C-A	V	496802	498124	
YER010C	YER010C	V	172634	173338	
YJL197W	YJL197W	X	63805	67569	UBP12
YHR149C	YHR149C	VIII	394455	396659	SKG6
YDR146C	YDR146C	IV	748613	750742	SWI5
YDL212W	YDL212W	IV	78426	79058	SHR3
YER025W	YER025W	V	205251	206834	GCD11
YJR037W	YJR037W	X	503102	503485	
YJL068C	YJL068C	X	313016	313915	
YBR046C	YBR046C	II	330507	331511	ZTA1
YAL016C-B	YAL016C-B	I	124307	124492	
YCR024C-A	YCR024C-A	III	162945	163067	PMP1
YGL011C	YGL011C	VII	474489	475247	SCL1
YGL238W	YGL238W	VII	49552	52434	CSE1
YBR111W-A	YBR111W-A	II	462139	462579	SUS1
YLR463C	YLR463C	XII	1066265	1066816	
YLL047W	YLL047W	XII	46672	47055	
YBR052C	YBR052C	II	338720	339352	RFS1
YCL069W	YCL069W	III	9706	11082	VBA3
YPR085C	YPR085C	XVI	708497	709828	ASA1
YBR089W	YBR089W	II	425183	425782	
YPR167C	YPR167C	XVI	876847	877632	MET16
YER048C	YER048C	V	246982	248157	CAJ1
YKL154W	YKL154W	XI	161601	162335	SRP102
YHR169W	YHR169W	VIII	442181	443476	DBP8
YGR247W	YGR247W	VII	984966	985685	CPD1
YER037W	YER037W	V	225889	226854	PHM8
YLR321C	YLR321C	XII	776584	777864	SFH1
YFL034W	YFL034W	VI	65477	68698	
YMR063W	YMR063W	XIII	397077	397796	RIM9
YIL125W	YIL125W	IX	122689	125733	KGD1
YIR023C-A	YIR023C-A	IX	402383	402706	
YIL032C	YIL032C	IX	291961	292317	
YOR270C	YOR270C	XV	828052	830574	VPH1
YNL184C	YNL184C	XIV	292557	292883	
YLR304C	YLR304C	XII	735212	737548	ACO1
YHR145C	YHR145C	VIII	388981	389337	
YGL017W	YGL017W	VII	459854	461365	ATE1
YDR133C	YDR133C	IV	720962	721297	
YBR200W	YBR200W	II	620872	622527	BEM1
YOR087W	YOR087W	XV	487707	489734	YVC1
YFR053C	YFR053C	VI	253592	255049	HXK1
YOR212W	YOR212W	XV	742910	744181	STE4
YIL098C	YIL098C	IX	179772	180239	FMC1
YNL110C	YNL110C	XIV	417826	418488	NOP15
YML128C	YML128C	XIII	15135	16676	MSC1
YOR001W	YOR001W	XV	326832	329033	RRP6
YER129W	YER129W	V	417281	420709	SAK1
YBL001C	YBL001C	II	237153	237467	ECM15
YOR304C-A	YOR304C-A	XV	888520	888750	BIL1
YDR373W	YDR373W	IV	1222759	1223331	FRQ1
YOR057W	YOR057W	XV	432186	433373	SGT1
YGR091W	YGR091W	VII	666341	667825	PRP31
YLR087C	YLR087C	XII	306855	315731	CSF1
YAL012W	YAL012W	I	130799	131983	CYS3
YDR351W	YDR351W	IV	1178666	1181260	SBE2
YOL002C	YOL002C	XV	323411	324364	IZH2
YGL244W	YGL244W	VII	41498	43174	RTF1
YCL035C	YCL035C	III	60841	61173	GRX1
YKL146W	YKL146W	XI	171783	173861	AVT3
YHL008C	YHL008C	VIII	92627	94510	
YGR005C	YGR005C	VII	504657	505859	TFG2
YPR152C	YPR152C	XVI	832061	833458	URN1
YNL235C	YNL235C	XIV	209548	209979	
YNL066W	YNL066W	XIV	501515	502777	SUN4
YJL107C	YJL107C	X	218853	220016	
YOL092W	YOL092W	XV	144204	145130	YPQ1
YNL336W	YNL336W	XIV	8330	9475	COS1
YKL206C	YKL206C	XI	49006	49809	ADD66
YGL014C-A	YGL014C-A	VII	466237	466398	
YMR115W	YMR115W	XIII	497704	499209	MGR3
YOR156C	YOR156C	XV	628360	630540	NFI1
YLR381W	YLR381W	XII	879723	881924	CTF3
YOL003C	YOL003C	XV	321858	322994	PFA4
YJR162C	YJR162C	X	744911	745261	
YEL005C	YEL005C	V	145907	146755	VAB2
YCL048W-A	YCL048W-A	III	41488	41727	
YIR017C	YIR017C	IX	383556	384119	MET28
YBL028C	YBL028C	II	167518	167838	
YGR184C	YGR184C	VII	859901	865753	UBR1
YKL039W	YKL039W	XI	362622	364193	PTM1
YGL028C	YGL028C	VII	441281	442909	SCW11
YMR127C	YMR127C	XIII	522329	523345	SAS2
YLR418C	YLR418C	XII	956914	958095	CDC73
YDR247W	YDR247W	IV	956013	957398	VHS1
YBL029C-A	YBL029C-A	II	164488	164772	
YMR205C	YMR205C	XIII	671887	674766	PFK2
YKR008W	YKR008W	XI	452201	454078	RSC4
YJL118W	YJL118W	X	191639	192298	
YFR043C	YFR043C	VI	239114	239827	IRC6
YIL029C	YIL029C	IX	300829	301257	
YDR265W	YDR265W	IV	998864	999877	PEX10
YOR255W	YOR255W	XV	807271	808107	OSW1
YNL131W	YNL131W	XIV	378767	379225	TOM22
YER101C	YER101C	V	360502	361794	AST2
YNL312W	YNL312W	XIV	48287	49216	RFA2
YDR365W-A	YDR365W-A	IV	1206997	1208319	
YJL172W	YJL172W	X	97737	99467	CPS1
YMR215W	YMR215W	XIII	696796	698370	GAS3
YHL031C	YHL031C	VIII	38815	39486	GOS1
YER159C	YER159C	V	491530	491958	BUR6
YEL047C	YEL047C	V	65385	66797	FRD1
YHR118C	YHR118C	VIII	344321	345628	ORC6
YKL016C	YKL016C	XI	407465	407989	ATP7
YOR160W	YOR160W	XV	633839	636757	MTR10
YHL045W	YHL045W	VIII	12502	12849	
YPR056W	YPR056W	XVI	671126	672142	TFB4
YBR201W	YBR201W	II	623576	624211	DER1
YER144C	YER144C	V	457806	460223	UBP5
YOR185C	YOR185C	XV	681444	682106	GSP2
YBR264C	YBR264C	II	737770	738369	YPT10
YFL015C	YFL015C	VI	106469	106963	
YDR239C	YDR239C	IV	941057	943420	
YML016C	YML016C	XIII	239458	241536	PPZ1
YDL180W	YDL180W	IV	135896	137539	
Q0092	Q0092	Mito	30874	31014	
YEL058W	YEL058W	V	43252	44925	PCM1
YLR172C	YLR172C	XII	501260	502162	DPH5
YBR024W	YBR024W	II	289445	290350	SCO2
YOR023C	YOR023C	XV	376012	377712	AHC1
YJL168C	YJL168C	X	102227	104428	SET2
Q0120	Q0120	Mito	36540	42251	BI4
YJL121C	YJL121C	X	190374	191090	RPE1
YPL212C	YPL212C	XVI	151515	153149	PUS1
YJL036W	YJL036W	X	378825	380096	SNX4
YGL114W	YGL114W	VII	293460	295637	
YOL077C	YOL077C	XV	185848	186723	BRX1
YJL201W	YJL201W	X	54379	56178	ECM25
YBL100W-B	YBL100W-B	II	29935	35248	
YDR528W	YDR528W	IV	1494586	1495857	HLR1
YPL141C	YPL141C	XVI	283464	286061	FRK1
YER138C	YER138C	V	443756	449024	
YHR213W-A	YHR213W-A	VIII	540549	540782	
YPR001W	YPR001W	XVI	556377	557837	CIT3
YBR135W	YBR135W	II	504854	505306	CKS1
YNL262W	YNL262W	XIV	148212	154880	POL2
YNL317W	YNL317W	XIV	40619	42016	PFS2
YLL033W	YLL033W	XII	73409	74101	IRC19
YHL049C	YHL049C	VIII	3726	4541	
YML034C-A	YML034C-A	XIII	209428	209826	
YPR104C	YPR104C	XVI	733623	736433	FHL1
YKL220C	YKL220C	XI	9091	11226	FRE2
YOR069W	YOR069W	XV	453768	455795	VPS5
YPL244C	YPL244C	XVI	87014	88033	HUT1
YGL164C	YGL164C	VII	191978	193300	YRB30
YGL231C	YGL231C	VII	63048	63620	EMC4
YER090W	YER090W	V	337949	339472	TRP2
YBL046W	YBL046W	II	132424	133749	PSY4
YLR026C	YLR026C	XII	195450	196472	SED5
YPR049C	YPR049C	XVI	661137	664673	ATG11
YIR018W	YIR018W	IX	384609	385346	YAP5
YAR027W	YAR027W	I	183770	184477	UIP3
YDL200C	YDL200C	IV	100501	101067	MGT1
YIL114C	YIL114C	IX	149143	149988	POR2
YGR026W	YGR026W	VII	532985	533821	
YFL027C	YFL027C	VI	80419	81912	GYP8
YLR380W	YLR380W	XII	878282	879508	CSR1
YGR169C-A	YGR169C-A	VII	836387	836665	LSO2
YKL184W	YKL184W	XI	96757	98157	SPE1
YHR036W	YHR036W	VIII	180345	181760	BRL1
YNL153C	YNL153C	XIV	345669	346058	GIM3
YGR079W	YGR079W	VII	640720	641832	
YIL164C	YIL164C	IX	34087	34686	NIT1
YML009C	YML009C	XIII	251304	251516	MRPL39
YDL133W	YDL133W	IV	222427	223740	SRF1
YOL073C	YOL073C	XV	193832	194800	DSC2
YMR250W	YMR250W	XIII	770801	772558	GAD1
YBR098W	YBR098W	II	441515	443590	MMS4
YDR444W	YDR444W	IV	1350290	1352353	
YHR005C	YHR005C	VIII	113499	114917	GPA1
YDR507C	YDR507C	IV	1462358	1465786	GIN4
YPR094W	YPR094W	XVI	720637	720960	RDS3
YMR303C	YMR303C	XIII	873291	874337	ADH2
YBR237W	YBR237W	II	691969	694518	PRP5
YER018C	YER018C	V	191959	192624	SPC25
YDL130W	YDL130W	IV	229906	230527	RPP1B
YDL011C	YDL011C	IV	432308	432631	
YNL138W-A	YNL138W-A	XIV	366033	366412	YSF3
YHR161C	YHR161C	VIII	420373	422286	YAP1801
YDR116C	YDR116C	IV	682724	683581	MRPL1
YKL027W	YKL027W	XI	387562	388905	TCD2
YDR242W	YDR242W	IV	946807	948456	AMD2
YOL145C	YOL145C	XV	49555	52788	CTR9
YLR281C	YLR281C	XII	704493	704960	
YOR290C	YOR290C	XV	855147	860258	SNF2
YKR065C	YKR065C	XI	565299	565892	PAM17
YJR031C	YJR031C	X	486586	490812	GEA1
YBR139W	YBR139W	II	515664	517190	
YPL241C	YPL241C	XVI	95372	96258	CIN2
YER023W	YER023W	V	201076	201936	PRO3
YPL100W	YPL100W	XVI	361872	363362	ATG21
YPL146C	YPL146C	XVI	276162	277529	NOP53
YLR439W	YLR439W	XII	1014491	1015450	MRPL4
YCL055W	YCL055W	III	27929	28936	KAR4
YML024W	YML024W	XIII	225889	226697	RPS17A
YGR039W	YGR039W	VII	574888	575199	
YKR027W	YKR027W	XI	491364	493661	BCH2
YNL177C	YNL177C	XIV	303686	304615	MRPL22
YBR138C	YBR138C	II	513762	515336	
YJL055W	YJL055W	X	333357	334094	
YJL136C	YJL136C	X	156550	157273	RPS21B
YDR057W	YDR057W	IV	565927	567555	YOS9
YAR075W	YAR075W	I	228844	229317	
YMR140W	YMR140W	XIII	547714	549183	SIP5
YLR035C	YLR035C	XII	212369	214456	MLH2
YLR092W	YLR092W	XII	323544	326225	SUL2
YKR025W	YKR025W	XI	487770	488618	RPC37
YFL054C	YFL054C	VI	20847	22787	
YBR016W	YBR016W	II	270247	270633	
YBR031W	YBR031W	II	300166	301254	RPL4A
YHR142W	YHR142W	VIII	383538	384488	CHS7
YBR225W	YBR225W	II	670627	673329	
YNL035C	YNL035C	XIV	568522	569691	
YLL038C	YLL038C	XII	65775	66518	ENT4
YLR146W-A	YLR146W-A	XII	433870	434058	
YJL220W	YJL220W	X	18243	18695	
YPR158C-D	YPR158C-D	XVI	850989	856257	
YKL020C	YKL020C	XI	398832	402080	SPT23
YPL164C	YPL164C	XVI	239350	241497	MLH3
YER094C	YER094C	V	348729	349346	PUP3
YNL097C	YNL097C	XIV	441366	442358	PHO23
YJR101W	YJR101W	X	618234	619034	RSM26
YLR265C	YLR265C	XII	674427	675455	NEJ1
